Tweet,Class
ههههههه قمة مهزلة قمة جبران باسيل الفاشل,normal
كول هوا يا عرص,abusive
"شو رأيك تاخد نفس الوفد وتروح على فنزويلا، وسلامي الى الرفيق مادوروفيك تطرئلك شي بي… ",normal
ممكن اذا الآلهة عطتني عمر وتقاعدت وصار معي ضجر شديد,normal
ملك تبييض الطناجر العقاب لوهاب وهاب قاتل ابو دياب ,normal
خليكي بعروض الازياء واستعراضاتك عالانستغرام او شتقتي للبهدلة عتويتر,normal
وئام جذوةٌ لرفعة الانسان في لبنان ماانفك يلهمنا ثقافة الوعي المقاوم وارادة الجرأة والتغيير صوتك وئام,normal
اللي عنده كلبة يبي يزوجها للكلب ذا يرسلي عالخاص,abusive
"اللي قالوا الوزير باسيل، وزراء خارجية فلسطين وإيران ما بيسترجوا يقولوه",normal
مليون مرة جبران باسيل ولا ثانية وحدة رياض سلامة,normal
إنّ المنابر لعظم قدرك تستكين,normal
وعندك مذيعة الأخبار يللي اليوم معيّرة شفافا بالطرمبة ولازم مكسيموم,abusive
فيك تعتقد متل ما بدك بس المعروف وكل العالم بتعرفو انو سعد هبيلة من اوليتو ,abusive
وئام شعبان الزعامة بني معروف عند وليد وجنبلاط اب عن جد ,normal
والله انك انت بتحكي بأصلك كرمال هيك عم بحاربوك من الضاحية ألف سلام لرجل الجبل وئام وهاب   ,normal
نحنا معك يا كبير ,normal
كتب الشاعر واﻷديب العراقي الكبير مظفر النواب هل تعرف من هي أو ماهي دمشق؟ ☝ شقيقة بغداد اللدودة ☝ ومصيدة بير… ,normal
اذا كانت الجرعة الزائدة اعطيت له بهدف انه لا يتعذب تحت المنشار  يجب ان يعطوهم جائزة نوبل للقتل الرحيم والله اعلم يا طشم,abusive
وطنا جميل وشعبنا جميل بس هدونا البال بالسياسة شوي بيمشي الحال اي شعب بدو يكون حي وهوي بيتبهدل عباب المستشفيات ,normal
وينن جماعة القوات من يلي صار اليوم بانتخاب رابطة المعلمين,normal
اشترى جبران باسيل خمس عشرة بقرة زرع عشر وترك الباقي يلعبون في الثلاجة فماهي كمية الزيت الموجودة في البيض,normal
بدنا نضل نسمع تهويش ولسانات فالتة ع جبران باسيل لانو وصّف بكلامو كوزير خارجية ل الموقف الرسمي للدولة الللبنانية…,normal
مياومو الإعلام بدا ثورة على الي عم يمول محطات تلفزيونية لبث شائعات على العهد وفخامة الرئيس وعلى وزيرنا الملك جبران ,normal
حالتين مر بهم لبنان,normal
محلل يغزي العين عنك ,normal
"مدام جبران باسيل سرق و عمر بالمصاري قصر بمعراب، لك استحي يا عيب الشوم ع شعب البومة",hate
اهلا وسهلا بأمير القمة أمير قطر ,normal
هيدا حساب فخامة الرئيس ميشال عون أم حساب فخامة جبران باسيل  ,normal
جبران باسيل هدد إسرائيل بأمنها وقال إذا كانت إسرائيل تريد حقاً أن تضمن أمنها وهذا من حقها  اذاً عليها أن تتوقف ,normal
يا اخي قلنالك نقول نفوسك على سوريا بتوفر بنزين طالع نازل على الطريق وبتوفر تليفونات وفاكسات الله يباركل… ,normal
انت عنجد مريض نفسيا لك قعود ساكت شوي العقاب لوهاب وهاب قاتل ابو دياب ,abusive
يا اسيد انت ,normal
ما خلصت قصة ابريق الزيت؟ قيمتك صارت معروفة عند الكل ما بقى ترخص حالك عنجد العقاب لوهاب وهاب قاتل ابو دياب ,normal
هذه عمامات سوداء طلبت بالابيض ,normal
ايامك معدودة ,normal
صباح الوفاء لك ياوئام وهاب ,normal
اه يا هبيلة ,abusive
من لاينفعه الدواء لا يعالجه الا الكي ,normal
هلقتني عرفنا جبران باسيل كيف شايف حاله كبير,normal
من أهم الإشارات في حديث السيد نصر الله ذكر وثائق وكيليكس بالنسبة للثقة بالرئيس عون والوزير جبران باسيل,normal
واضحه كتير متل عين الشمس انت متلك متل اي شخص بيسمع وبينفذ ,normal
حط لسانك بتمك وإيدك ع راسك بس تجيب سيرة المستقبل,normal
البلد عم ينهار بوجود العهد القوي وليكو عالهبيلة العوني وين راسوا,hate
صحيح ميه وانت منهم بس لفرق بينكم انت لمصلحه سوريا وهم لمصلحه جيوبهم ,normal
يلعن عرضك شو منافق يا بيار صوهيوشيوعي,abusive
روحي انقبري انشغلي بشي عمستوى تفكيرك الخرا وتركينا من تنظيراتك وفلسفتك لا تدخلي فينا ويلا عالمطبخ,hate
مضيفا نحن بزماننا ما كان عنا غير مجنقات بخارية قال بدهن الكترونية قال حاج اكل خرا,abusive
انت تطلب من السوريين العودة الى لبنان هل تريد ان اقبل بهذا؟ انت تتكلم بالصراخ وانا اريد عقل وفكر اسمعه… ,normal
كول هوا واسكت نباحك ازعجنا,abusive
قلتلي جريدة الاخبار ,normal
استقبل رئيس الحكومة المكلف سعد الحريري في بيت الوسط وزير الخارجية والمغتربين جبران باسيل,normal
"جبران باسيل من سنة معمّر بنايات ورقم ليس للمبالغة المشروع القديم بنايات والجديد بالبترون، وأن…",normal
هذا في أحلام أمثالك ,normal
خوش توانسة و الله,normal
اديش عثمان داعس على راسك يا وهاب المنافق على كل حال عثمان هو الكسبان اذا كنت تكره فهو في عقلك وان كنت ت… ,abusive
كيف تحول جبران باسيل لمرتزق لنظام قطر,normal
سلامة هضامتك من الزناخة ميشان هيك رح أعملك بلوك هون وتابعني عالشاشة,normal
جبران باسيل زوجته والدها أحد الضباط السوريين لهيك بحب حافظ وبشار,normal
سؤال مفخخ أغلبية التويتريون لا يحبون ولا يطيقون جبران باسيل,normal
انتا فلسطيني شو دخلك يازنخ يا ملكوف بالخليج يا جاحد وطنك يا مرتزقك يا كلب,hate
هلق اذا بيدفعلو كم دولر ماشي الحال مرقلنا ياها  ,normal
طال عمرك يا قائد يا جبار ,normal
نهبتني فامض على أثري لا تترك بعضي لأتعاسي ,normal
رح تضلك تعووي نبح لتشبع رص تضل تحت صرماية الشيخ سعد الحريري حثالة متلك لازم تندعس لكنك كل ,abusive
سورية بلد التصدي والصمود سورية قاهرة العدو الصهيوني الله يحميها ,normal
ماحدا حمار غيرك وغير ملكك هل بغل يا ابن الستين صرماية جايي من ورا الابل والغنم وبدك تحكي خراس وسد تمك احسن مادعس رقبتك يلعن شرفك,abusive
التيار العوني كتير وزرا من عندهن عمبيغلطوا واهمهن الوزير جبران باسيل يتصرف وكان كل لبنان تحت امر جماعة الممانعة والمنا…,normal
ياريت كنا قطريين ,normal
منكون هبل اذا مفكرين جبران باسيل مش قابض حق تصاريحو وخاصة أمن اسرائيل وحقها بالوجود,normal
ما قاله السيد نصر الله عن العلاقة مع التيار الوطني الحر وبشكل خاص مع جبران باسيل كفيل بأن يُخجل الكثير من المغردين الفتنوين و…,normal
