Comment,Majority_Label
"@User.IDX والله أرى انها قامت بالواجب، لأن الإنسان في بلادها له قيمة ويعامل بكرامة، ما رأيناه منها لن تره في حاكم عربي وهذا يكفيني ",Non-Offensive
للأسف وكأنك تتكلم عن الاردن اغلب المؤسسات الحكومية بيعت وتخصخصت ,Non-Offensive
@User.IDX بعد هالتصريح لم يعد من المرشحين المحتملين🙂 ,Non-Offensive
الحمدلله على الصحه الحمدلله الذي عافانا مما ابتلاهم وفضلنا على العالمين تفضيلا ,Non-Offensive
عمر حسين+شوية فلوس= فلوس كثير ,Non-Offensive
"@User.IDX نتنياااهووو ،، قطر تدعمناا كثيراً !! 😂😂😂😀 <url> ",Non-Offensive
Shakooh Heasat هاي زي حالة مسلسل سارة يلي حكتلك عنها مرة ,Non-Offensive
"@User.IDX هذه هي التربية الحسنة في الدفاع عن الطلبة بدل التغاضي عن التنمر، بارك ﷲ فيها وفي كل من تعامل مع المتنمرين بأسلوب حسن ",Non-Offensive
الي من اليمن يصف جنبي 😁🖐🏻🤓 ,Non-Offensive
وين الفتاة اليابانية اشتقتلها ♡♡ ,Non-Offensive
"آلمني #أردوغان حين قال: يقصفون العاصمة بطائرات F16؟!! هذه الطائرات لمن اشتريناها؟!! هل لنقصف بها شعبنا!!! سنحاسب الانقلابيين على هذه الجريمة! ألا لعنة الله على بشار وامه وابيه وفصيلته التي تؤيه، لعنة لا تحول ولا تزول... فرق كبير بين رئيس يواجه شعبو بالجيش ورئيس يواجه الجيش بشعبوو.. يا الله... بسم الله... الله أكبر.. #فشل_الانقلاب ",Non-Offensive
@User.IDX و ماذا عن الليرة التركية كم كانت تساوي قبل تولي اردوغان الحكم وكم تساوي الان ؟؟ ,Non-Offensive
رائع.. ترى ما مدى إمكانية أن يصاب الوعي الجمعي بالمرض؟ لأنني أظن أن بعض الشعوب العربية لا سيما المستعبدة منها تبرر استعبادها بالصمود في مواجهة قوى غريبة و تصر على أنها محقة وتخون كل من ينحاز إلى وجهة نظر أخرى.. لن أخوض في السياسة أكثر ولكن جدير بالذكر موقف بعض القيادات السياسية في العالم العربي التي ترى أن قسما من شعبها مرتهن للخارج وهي غارقة حتى النخاع في الارتهان ولكن إلى معسكرات أخرى ,Non-Offensive
"""@User.IDX فتولايز🍢 ☑ يقوي عملية الانتصاب ☑ يعالج سرعة القذف ☑ يزيد كمية السائل المنوي ☑ تحسين صحة البروستاتا ملاحظة :لتوصيل للبيت🚛 الدفع بعد الاستلام للطلب عبر الواتساب ⭕️⭕️ مع الاخصائية العنود :: """" """" """" <url> """" """" R2wY """,Non-Offensive
@User.IDX ركوب الطائرة فى حد ذاته مرعب😱😱 الحمد لله انهم بخير❤❤ ,Non-Offensive
اهم شي فاصل كتكوت 😊 ,Non-Offensive
@User.IDX خلوا شريفه تنفعكم و الا العلج التركي ,Offensive
@User.IDX لا نقول الا ما يرضي الله الله يرحمه ويسامحه بحاسبو رب العزة اما الاخوة المغردين ما هذه الالفاظ الخادشة ربي يهديكم ,Non-Offensive
@User.IDX إنني أُحبّكِ.. هذه هي المهنةُ الوحيدة التي أتقنُها.. ويحسدني عليها أصدقائي.. وأعدائي.. .. \ #نزار_قباني -------- ,Non-Offensive
تداولت مواقع التواصل الإجتماعي هذه الصورة بكثافة وأثارت جدلا كبيرا ولكن خفي على الكثير أن يرى هذه الواقعة من زاوية أخرى وهي أنها مسرحية مفبركة يراد منها إخافة المحجبات من ارتداء الحجاب على الشطوط الفرنسية أو بالأحرى طردهم من الشواطئ الفرنسية بطريقة مهينة وغير مباشرة وما دفعني على هذا الإعتقاد هو خمسة ملاحظات؛ الملاحظة الأولى: وجود هذه المحجبة بمفردها وسط كل هذا العري مما يعطي انطباع النشاز لهذه المحجبة الملاحظة الثانية: لاحظوا جيدا الفراغ المحيط بالمحجبة والذي كان معدا مسبقا لتواجد الأمنيين فيه الملاحظة الثالثة: قبل مجيء الأمنيين لاحظوا الطريقة الغريبة التي تستلقي فيها هذه المحجبة على الشاطئ وكأنها في فراشها تستعد للنوم لا مستلقية على الشاطئ وهو ما يجعلها موضع سخرية الملاحظة الرابعة: وجود هذه المحجبة في مكان كله عري وأيضا بمفردها ونحن نعلم جيدا أن المسلمون يذهبون عادة إلى الشاطئ في مجموعات عائلية ولا يذهبون فرادى ونادرا جدا ما تذهب المحجبة (أو غير المحجبة) بمفردها إلى الشاطئ الملاحظة الخامسة: وهي الأهم وهي التي فضحت مسرحية الفرنسيين القذرة هي سهولة نزع الحجاب لهذه الفتات فبمجرد أن طلب منها أعوان الأمن نزع الحجاب سارعت إلى نزعه غير مكترثة ونحن نعلم جيدا تمسك المحجبة بحجابها وحتى وإن أرادت نزعه فإنها لا تزعه أمام الناس وأمام كامرات الهواتف الجوالة والتصرف الطبيعي هو مغادرة الشاطئ وعدم نزع الحجاب. الإستنتاج : إنها الحرب على الإسلام ,Non-Offensive
ولله نفسي تنورنا وتزورنا في ليبيا بس المشكلة الاوضاع حرب في ليبيا واذا جيت راح تقيم معي في البيت ,Non-Offensive
والله زكريات عمر حسين وعلي االطاير وايش ايلي ما تتنسى ,Non-Offensive
@User.IDX تعامل الحكومة مع الحدث رائع جداً👍 ,Non-Offensive
@User.IDX #روسيا لم تشهد هذه الحوادث بمطاراتها وهي بلاد الثلج فكيف بلبنان مستحيل تتكون كتله ثلجيه بالغيمه بهذه الحجم اقصى تكون ثلجي يسمى بالبرد شكل كور صغيرة احتمال كبير مرتطم بعمود انارة بالمطار او بمبنئ عند الدوران بالمدرج ,Non-Offensive
انتم نسيتو ملك السعودية لي قالهم دائم النعمة و الاستخراء هههههه ,Non-Offensive
حضرت عرض ازياء عربي لندني!! | مذكرات عمر حسين 45 ,Non-Offensive
هههههه احلى شي بالسليط الاخباري انه يتمسخر على الأخبار ههههههه😅😆😹😹🇯🇴🇯🇴🇯🇴 ,Non-Offensive
""""""" إن كنت عربى ومسلم بحق ساهم فى النشر """" هيلين توماس….. المرآة التي فضحت الولايات المتحدة الأمريكية المرآة التي فضحت الولايات المتحدة الأمريكية والكلام الممنوع من النشر حتى ماتت وتركت كلمة ” المنطقة العربية ستزول بالكامل """" المرأة التي فضحت أميركا، وعلاقتها بداعش في يوليو الماضي احتفل نادي الصحافة الأمريكي القومي بالذكرى الثانية لرحيل عميدة مراسلي البيت الأبيض، وأول امرأة تتولى منصب رئيس نادي الصحافة الأمريكي، والتي عاصرت أهم رؤساء أمريكا، ورافقتهم وغطت أنشطتهم، وكانت مع نيكسون في أول رحلة تاريخية للصين، عام 1971، والتي رفضت أن ترافق جورج بوش الابن، وأعلنت رفضها لعبارته الشهيرة: ” إنه يحارب في العراق من أجل الله والصليب ” وقالت: ” بل إنها حرب الشيطان وليست حرب الله “. هي هيلين توماس، التي ماتت في الخامسة والتسعين، وكانت كما قال تلاميذها في حفل تأبينها: ” أجرأ صحفية في تاريخ الولايات المتحدة الامريكية “. توماس قبل رحيلها بعدة أيام، كتبت مقالة خطيرة للنشر في كبريات الصحف الأمريكية، وتم رفضها في حادثة لها للمرة الأولى، مما جعلها تصرخ في محاضرة بنادي الصحافة قائلة: ” اليهود يسيطرون على إعلامنا وصحافتنا ويسيطرون على البيت الابيض “. وأضافت، أنا لن أغير ما حييت، مؤمنة به؛ الإسرائيليون يحتلون فلسطين، هذه ليست بلادهم. قولوا لهم ارجعوا لبلادكم واتركوا فلسطين لأهلها. إنني أرى بوادر حرب عالمية ثالثة، طبخت في مطبخ تل أبيب ووكالة الاستخبارات الأمريكية، والشواهد عديدة، أول خطوة ظهور تنظيم داعش ، بدعم أمريكي لا تصدقوا أن واشنطن تحارب الإرهابيين وما يسمون أنفسهم بالجهاديين، لأنهم دمية في أيدي السي اي ايه. وأضافت، إنني أرى أن بريطانيا سوف تستحضر روح البريطاني ” مارك سايكس ” وفرنسا سوف تستحضر روح الفرنسي ” فرانسوا بيكو ” وواشنطن تمهد بأفكارهما الأرض لتقسيم الدول العربية بين الثلاثة، وتأتي روسيا لتحصل على ما تبقى منه الثلاثة، صدقوني انهم يكذبون عليكم ويقولون: ” إنهم يحاربون الاٍرهاب نيابة عن العالم وهم صناع هذا الاٍرهاب والإعلام يسوق أكاذيبهم، لأن من يمتلكه هم يهود اسرائيل”. هذه كلمات هيلين توماس منذ عامين وأعيد نشرها في ذكراها، يوليو الماضي، بالطبع قوبلت بعاصفة هجوم عاتية من اللوبي الصهيوني وطالب نتنياهو بمحاكمتها بتهمة معاداة السامية لكنها رحلت بعد أن قالت الصدق وتلقف كلماتها المخرج العالمي ” مايكل مور ” في فيلم تسجيلي. ومور هو من فضح بوش الابن وعصابته من أصحاب شركات السلاح من اليمين الأمريكي مثل ” ديك تشيني ” و ” كوندليزا رايس ” وحصل فيلمه الشهير فهرنهايت 11/9 على أكثر من جائزة. ما يهمنا وسط الأحداث الاخيرة، بداية من حادث سقوط الطائرة الروسية التي راح ضحيتها أكثر من مائتي مدني، ثم حادث بيروت الذي خلف عشرات القتلى والجرحى ثم حادث باريس، مرورا بحوادث في العريش، والعراق، وليبيا، وسوريا، أنّ داعش لا يمكن لها أن تقوم بكل هذا العنف البشع بمفردها، وأن هناك أجهزة استخبارات تدعمها، وتشيطنها لتشعل المنطقة وتدفعها لأتون جحيم لا ينطفئ، فتراهم على حافة الفناء. والفناء هنا يعني تسليم المنطقة للقوى التي خططت، ودعمت، وأشعلت لإزالة القائم وزحزحة المستقر وإزالة المعترف به. وما يُؤكد هذا، كلام ” جيمس وولسي ” رئيس الاستخبارات الأمريكية السابق الذي قال بوضوح: ” المنطقة العربية لن تعود كما كانت، وسوف تزول دول وتتغير حدود دول موجودة “. نفس المعنى تقريبا قاله ” مارك رجيف ” المتحدث باسم الحكومة الإسرائيلية: ” المنطقة على صفيح ساخن، ونحن لن نسكت، وننسق مع أجهزة الاستخبارات في الدول الكبرى للقضاء على الاٍرهاب، وسوف نتدخل معهم لمحاربة الاٍرهاب حتى لو اندلعت الحروب، لنضمن حماية دولتنا “. إذن تتحقق نبوءة ” هيلين توماس ” تل أبيب وواشنطن خلقت أسطورة التنظيمات الإرهابية في المنطقة و داعش التي خرجت من معامل تل أبيب وواشنطن لتشعل المنطقة والعالم، وتحرك الأنظمة نحو هدف واحد، وإعادة الترسيم وتوزيع النفوذ والغنائم، فماذا انتم فاعلون يا عرب ؟ أعيدوا قراءة مقالات ومحاضرات ” هيلين توماس ” التي اقتبس منها مقولة ” الغرب يعيش على غباء العالم الثالث والدول الفقيرة . هل يصلح هذا الحل، في وقتنا مع كل المتغيرات الدراماتيكية؟ نعم فقط جربوا أن تتوحدوا وتكونوا على قلب رجل واحد. إنه حلم، لكنه ليس مستحيلا. """,Non-Offensive
